Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Jersey Girl,25266129.0,37066129.0,,35000000.0,Mar 26 2004,PG-13,102.0,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,40.0,6.2,27370.0
The Jungle Book 2,47901582.0,135703599.0,,20000000.0,Feb 14 2003,G,72.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,,19.0,5.2,2740.0
Joe Somebody,22770864.0,24515990.0,,38000000.0,Dec 21 2001,PG,98.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,John Pasquin,19.0,5.3,5313.0
Jonah Hex,10547117.0,10547117.0,,47000000.0,Jun 18 2010,PG-13,81.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Historical Fiction,,13.0,4.3,2316.0
John Q,71026631.0,102226631.0,,36000000.0,Feb 15 2002,PG-13,116.0,New Line,Original Screenplay,Drama,Contemporary Fiction,Nick Cassavetes,22.0,6.6,32338.0
Jonah: A VeggieTales Movie,25571351.0,25606175.0,,14000000.0,Oct 04 2002,G,82.0,Artisan,Based on Short Film,Adventure,Kids Fiction,,,6.3,1704.0
Joy Ride,21973182.0,21973182.0,,23000000.0,Oct 05 2001,R,97.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,John Dahl,,5.4,118.0
Jerry Maguire,153952592.0,274000000.0,,50000000.0,Dec 13 1996,R,138.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Cameron Crowe,84.0,7.2,78603.0
Jay and Silent Bob Strike Back,30059386.0,33762400.0,,22000000.0,Aug 24 2001,R,104.0,Miramax/Dimension,Spin-Off,Comedy,Contemporary Fiction,Kevin Smith,53.0,6.8,62692.0
Juno,143495265.0,230327671.0,57612374.0,7000000.0,Dec 05 2007,PG-13,95.0,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jason Reitman,93.0,7.9,149855.0
Jurassic Park 3,181166115.0,365900000.0,,93000000.0,Jul 18 2001,PG-13,92.0,Universal,Based on Book/Short Story,Action,Science Fiction,Joe Johnston,,7.9,151365.0
Just Married,56127162.0,56127162.0,,19000000.0,Jan 10 2003,PG-13,95.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Shawn Levy,20.0,5.1,19508.0
Freddy vs. Jason,82622655.0,114326122.0,,25000000.0,Aug 15 2003,R,97.0,New Line,Spin-Off,Horror,Contemporary Fiction,Ronny Yu,41.0,5.8,39182.0
K-19: The Widowmaker,35168966.0,65716126.0,,90000000.0,Jul 19 2002,PG-13,138.0,Paramount Pictures,Based on Book/Short Story,Action,Dramatization,Kathryn Bigelow,61.0,6.5,22288.0
Kate and Leopold,47095453.0,70937778.0,,48000000.0,Dec 25 2001,PG-13,118.0,Miramax,Original Screenplay,Romantic Comedy,Fantasy,James Mangold,,6.2,23600.0
Kangaroo Jack,66723216.0,90723216.0,,60000000.0,Jan 17 2003,PG,89.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,,,4.1,9994.0
The Original Kings of Comedy,38168022.0,38236338.0,,3000000.0,Aug 18 2000,R,116.0,Paramount Pictures,Based on Real Life Events,Concert/Performance,Factual,Spike Lee,86.0,6.2,3258.0
Kiss of the Dragon,36833473.0,36833473.0,,25000000.0,Jul 06 2001,R,98.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Chris Nahon,51.0,6.3,22087.0
The Karate Kid,176591618.0,350591618.0,,40000000.0,Jun 11 2010,PG,140.0,Sony Pictures,Remake,Adventure,Contemporary Fiction,,67.0,6.1,20039.0
Kicking and Screaming,52842724.0,55842724.0,,45000000.0,May 13 2005,PG,90.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,,6.9,3841.0
Kill Bill: Volume 2,66207920.0,150907920.0,,55000000.0,Apr 16 2004,R,136.0,Miramax,Original Screenplay,Action,Contemporary Fiction,Quentin Tarantino,,8.0,182834.0
Kill Bill: Volume 1,70098138.0,180098138.0,,55000000.0,Oct 10 2003,R,111.0,Miramax,Original Screenplay,Action,Contemporary Fiction,Quentin Tarantino,85.0,8.2,231761.0
Kingdom Come,23247539.0,23393939.0,,7000000.0,Apr 11 2001,PG,94.0,Fox Searchlight,Based on Play,Comedy,Contemporary Fiction,,28.0,,
Kiss the Girls,60527873.0,60527873.0,,27000000.0,Oct 03 1997,R,120.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,32.0,6.4,20932.0
King Kong,218080025.0,550517357.0,140752353.0,207000000.0,Dec 14 2005,PG-13,187.0,Universal,Remake,Adventure,Fantasy,Peter Jackson,83.0,7.6,132720.0
Knocked Up,148761765.0,218994109.0,117601397.0,27500000.0,Jun 01 2007,R,132.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Judd Apatow,90.0,7.5,111192.0
Knight and Day,76373029.0,228937227.0,,117000000.0,Jun 23 2010,PG-13,109.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,James Mangold,,6.6,13887.0
The Kingdom,47467250.0,86509602.0,34065220.0,72500000.0,Sep 28 2007,R,110.0,Universal,Original Screenplay,Action,Contemporary Fiction,Peter Berg,51.0,7.1,47200.0
Black Knight,33422806.0,33422806.0,,35000000.0,Nov 21 2001,PG-13,96.0,20th Century Fox,Original Screenplay,Comedy,Kids Fiction,,13.0,4.3,12747.0
Knowing,79957634.0,187858642.0,23450931.0,50000000.0,Mar 20 2009,PG-13,121.0,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Alex Proyas,32.0,6.4,58138.0
K-PAX,50315140.0,50315140.0,,48000000.0,Oct 26 2001,PG-13,121.0,Universal,Based on Book/Short Story,Drama,Science Fiction,Iain Softley,40.0,7.3,50475.0
Christmas with the Kranks,73701902.0,96501902.0,,50000000.0,Nov 24 2004,PG,98.0,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,5.0,4.7,9126.0
A Knight's Tale,56083966.0,56083966.0,,41000000.0,May 11 2001,PG-13,132.0,Sony Pictures,Original Screenplay,Adventure,Historical Fiction,,58.0,6.6,47609.0
The Kite Runner,15800078.0,73222245.0,6563936.0,20000000.0,Dec 14 2007,PG-13,122.0,Paramount Vantage,Based on Book/Short Story,Drama,Contemporary Fiction,Marc Forster,66.0,7.8,26816.0
L.A. Confidential,64604977.0,110604977.0,,35000000.0,Sep 19 1997,R,137.0,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Curtis Hanson,99.0,8.4,165161.0
Law Abiding Citizen,73357727.0,113190972.0,20038881.0,53000000.0,Oct 16 2009,R,108.0,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,F. Gary Gray,25.0,7.2,45577.0
Ladder 49,74541707.0,102332848.0,,60000000.0,Oct 01 2004,PG-13,105.0,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Jay Russell,40.0,6.5,23369.0
The Ladykillers,39692139.0,77692139.0,,35000000.0,Mar 26 2004,R,104.0,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Joel Coen,54.0,6.2,39242.0
Lakeview Terrace,39263506.0,44263506.0,21455006.0,20000000.0,Sep 19 2008,PG-13,106.0,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Neil LaBute,46.0,6.3,18547.0
Land of the Lost,49438370.0,69548641.0,18953806.0,100000000.0,Jun 05 2009,PG-13,101.0,Universal,Based on TV,Comedy,Fantasy,Brad Silberling,26.0,5.3,16830.0
Changing Lanes,66790248.0,66790248.0,,45000000.0,Apr 12 2002,R,99.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,77.0,6.5,29222.0
Lars and the Real Girl,5956480.0,10553442.0,2560922.0,12500000.0,Oct 12 2007,PG-13,106.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,,81.0,7.5,32423.0
Little Children,5463019.0,14763019.0,3657245.0,14000000.0,Oct 06 2006,R,136.0,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Todd Field,79.0,7.8,37162.0
Save the Last Dance,91038276.0,131638276.0,,13000000.0,Jan 12 2001,PG-13,113.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,53.0,5.9,20355.0
I am Legend,256393010.0,585055701.0,129742540.0,150000000.0,Dec 14 2007,PG-13,100.0,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Francis Lawrence,69.0,7.1,153631.0
Life Before Her Eyes,303439.0,303439.0,,12000000.0,Apr 18 2008,R,90.0,Magnolia Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
Letters from Iwo Jima,13756082.0,68756082.0,13625847.0,13000000.0,Dec 20 2006,R,141.0,Warner Bros.,Based on Real Life Events,Drama,Historical Fiction,Clint Eastwood,91.0,8.1,56872.0
The Hurricane,50699241.0,73956241.0,,38000000.0,Dec 29 1999,R,125.0,Universal,Based on Real Life Events,Drama,Dramatization,Norman Jewison,83.0,7.4,32172.0
Liar Liar,181410615.0,302710615.0,,45000000.0,Mar 21 1997,PG-13,87.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Tom Shadyac,82.0,6.7,67798.0
The Life Aquatic with Steve Zissou,24006726.0,34806726.0,,50000000.0,Dec 10 2004,R,118.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Wes Anderson,53.0,7.2,57889.0
Life,64062587.0,73521587.0,,75000000.0,Apr 16 1999,R,108.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ted Demme,50.0,5.3,99.0
Like Mike,51432423.0,62432423.0,,30000000.0,Jul 03 2002,PG,99.0,20th Century Fox,Original Screenplay,Comedy,Kids Fiction,John Schultz,56.0,4.4,4870.0
Lilo & Stitch,145771527.0,245800000.0,,80000000.0,Jun 21 2002,PG,85.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,,7.1,25611.0
The Lizzie McGuire Movie,42734455.0,55534455.0,,15000000.0,May 02 2003,PG,94.0,Walt Disney Pictures,Based on TV,Comedy,Contemporary Fiction,,40.0,4.7,10199.0
The Last King of Scotland,17606684.0,48363516.0,16836991.0,6000000.0,Sep 27 2006,R,121.0,Fox Searchlight,Based on Book/Short Story,Drama,Dramatization,Kevin MacDonald,87.0,7.8,54022.0
Little Miss Sunshine,59891098.0,100523181.0,55501748.0,8000000.0,Jul 26 2006,R,101.0,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,91.0,8.0,151013.0
In the Land of Women,11052958.0,14140402.0,9876018.0,10500000.0,Apr 20 2007,PG-13,98.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,44.0,6.7,13550.0
Lions for Lambs,14998070.0,63211088.0,9203604.0,35000000.0,Nov 09 2007,R,90.0,United Artists,Original Screenplay,Drama,Contemporary Fiction,Robert Redford,27.0,6.2,22264.0
How to Lose a Guy in 10 Days,105807520.0,177079973.0,,50000000.0,Feb 07 2003,PG-13,116.0,Paramount Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Donald Petrie,43.0,6.1,33866.0
The Losers,23591432.0,23591432.0,7360965.0,25000000.0,Apr 23 2010,PG-13,97.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Contemporary Fiction,Sylvain White,48.0,,
Lost In Space,69117629.0,136117629.0,,80000000.0,Apr 03 1998,PG-13,131.0,New Line,Based on TV,Adventure,Science Fiction,Stephen Hopkins,26.0,4.8,31611.0
Love and Basketball,27441122.0,27709625.0,,15000000.0,Apr 21 2000,PG-13,125.0,New Line,Original Screenplay,Drama,Historical Fiction,Gina Prince-Bythewood,81.0,6.7,5835.0
The Lord of the Rings: The Two Towers,341784377.0,926284377.0,,94000000.0,Dec 18 2002,PG-13,179.0,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.7,326950.0
The Lord of the Rings: The Return of the King,377027325.0,1133027325.0,,94000000.0,Dec 17 2003,PG-13,201.0,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.8,364077.0
The Lord of the Rings: The Fellowship of the Ring,314776170.0,868621686.0,,109000000.0,Dec 19 2001,PG-13,178.0,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.8,387438.0
Lonesome Jim,154187.0,154187.0,,500000.0,Mar 24 2006,R,91.0,IFC Films,Original Screenplay,Comedy,Contemporary Fiction,Steve Buscemi,,6.7,4585.0
The Last Legion,5932060.0,21439015.0,,67000000.0,Aug 17 2007,PG-13,101.0,Weinstein/Dimension,Based on Book/Short Story,Action,Historical Fiction,,17.0,5.4,12250.0
The Last Samurai,111110575.0,456810575.0,,120000000.0,Dec 05 2003,R,154.0,Warner Bros.,Original Screenplay,Action,Historical Fiction,Edward Zwick,65.0,7.8,106002.0
The Last Song,62950384.0,75850384.0,20035017.0,20000000.0,Mar 31 2010,PG,108.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,19.0,3.9,7210.0
Lost in Translation,44585453.0,106454000.0,,4000000.0,Sep 12 2003,R,102.0,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Sofia Coppola,94.0,7.9,130998.0
The Lost World: Jurassic Park,229086679.0,786686679.0,,75000000.0,May 22 1997,PG-13,134.0,Universal,Based on Book/Short Story,Action,Science Fiction,Steven Spielberg,,6.0,77124.0
License to Wed,43799818.0,70799818.0,22782913.0,35000000.0,Jul 03 2007,PG,90.0,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ken Kwapis,7.0,5.1,15422.0
Lethal Weapon 4,130444603.0,285400000.0,,140000000.0,Jul 10 1998,R,127.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,54.0,6.4,47846.0
The Lucky Ones,266967.0,266967.0,,14000000.0,Sep 26 2008,R,104.0,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,36.0,7.1,4719.0
Lucky You,5755286.0,6521829.0,853973.0,55000000.0,May 04 2007,PG-13,122.0,Warner Bros.,Original Screenplay,Drama,Historical Fiction,Curtis Hanson,28.0,5.9,9870.0
Love Actually,59472278.0,247967903.0,,45000000.0,Nov 07 2003,R,135.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,63.0,7.9,97921.0
Herbie: Fully Loaded,66010682.0,144110682.0,,50000000.0,Jun 22 2005,G,95.0,Walt Disney Pictures,,Comedy,Kids Fiction,Angela Robinson,42.0,4.7,14178.0
For Love of the Game,35188640.0,46112640.0,,50000000.0,Sep 17 1999,PG-13,137.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Sam Raimi,64.0,6.2,13612.0
Love Ranch,134904.0,134904.0,,25000000.0,Jun 30 2010,R,117.0,,Based on Real Life Events,Drama,Dramatization,Taylor Hackford,13.0,5.6,163.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291710957.0,748806957.0,352582053.0,180000000.0,Dec 09 2005,PG,140.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Fantasy,Andrew Adamson,76.0,,
The Longest Yard,158119460.0,190320568.0,,82000000.0,May 27 2005,PG-13,113.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Peter Segal,31.0,6.2,39752.0
Madagascar,193595521.0,532680671.0,,75000000.0,May 27 2005,PG,83.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Eric Darnell,55.0,6.6,56480.0
Jane Austen's Mafia,19843795.0,30143795.0,,10000000.0,Jul 24 1998,PG-13,83.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jim Abrahams,,5.0,7706.0
Paul Blart: Mall Cop,146336178.0,180449670.0,53105030.0,26000000.0,Jan 16 2009,PG,91.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,35.0,5.3,23753.0
A Man Apart,26500000.0,44114828.0,,36000000.0,Apr 04 2003,R,110.0,New Line,Original Screenplay,Action,Contemporary Fiction,F. Gary Gray,11.0,5.7,14953.0
Man on Fire,77906816.0,118706816.0,,60000000.0,Apr 23 2004,R,146.0,20th Century Fox,Remake,Thriller/Suspense,Contemporary Fiction,Tony Scott,38.0,7.7,75256.0
Man on the Moon,34580635.0,47407635.0,,52000000.0,Dec 22 1999,R,118.0,Universal,Based on Real Life Events,Drama,Dramatization,Milos Forman,62.0,7.4,49481.0
The Marine,18844784.0,22165608.0,26786370.0,15000000.0,Oct 13 2006,PG-13,91.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,20.0,4.5,13157.0
The Matador,12578537.0,17290120.0,5309636.0,10000000.0,Dec 30 2005,R,74.0,Weinstein Co.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,76.0,6.9,25035.0
The Matrix,171479930.0,460279930.0,,65000000.0,Mar 31 1999,R,136.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Andy Wachowski,86.0,8.7,380934.0
My Big Fat Greek Wedding,241438208.0,368744044.0,,5000000.0,Apr 19 2002,PG,95.0,IFC Films,Based on Play,Romantic Comedy,Contemporary Fiction,Joel Zwick,75.0,6.6,46548.0
My Best Friend's Girl,19219250.0,34787111.0,18449619.0,20000000.0,Sep 19 2008,R,103.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,15.0,5.8,14617.0
My Bloody Valentine,51545952.0,98817028.0,20831900.0,14000000.0,Jan 16 2009,R,101.0,Lionsgate,Remake,Horror,Contemporary Fiction,,,5.7,18037.0
Wu ji,669625.0,35869934.0,,30000000.0,May 05 2006,PG-13,97.0,Warner Independent,Original Screenplay,Action,Fantasy,,,5.6,5733.0
The Martian Child,7500310.0,9076823.0,7705880.0,27000000.0,Nov 02 2007,PG,107.0,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
The Manchurian Candidate,65948711.0,96148711.0,,80000000.0,Jul 30 2004,R,129.0,Paramount Pictures,Remake,Thriller/Suspense,Historical Fiction,Jonathan Demme,81.0,6.7,36553.0
Mickey Blue Eyes,33864342.0,53864342.0,,40000000.0,Aug 20 1999,PG-13,103.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,44.0,5.7,16646.0
Master and Commander: The Far Side of the World,93926386.0,209486484.0,,135000000.0,Nov 14 2003,PG-13,138.0,20th Century Fox,Based on Book/Short Story,Adventure,Historical Fiction,Peter Weir,85.0,7.5,63632.0
Nanny McPhee,47279279.0,122540909.0,42041450.0,25000000.0,Jan 27 2006,PG,91.0,Universal,Based on Book/Short Story,Comedy,Fantasy,,73.0,6.7,13391.0
Million Dollar Baby,100492203.0,216763646.0,,30000000.0,Dec 15 2004,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Clint Eastwood,91.0,8.2,141212.0
Mean Girls,86047227.0,128947227.0,,18000000.0,Apr 30 2004,PG-13,97.0,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Mark Waters,83.0,7.0,63607.0
"Me, Myself & Irene",90570999.0,149270999.0,,51000000.0,Jun 23 2000,R,116.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,48.0,6.9,215.0
Memoirs of a Geisha,57010853.0,161510853.0,32837435.0,85000000.0,Dec 09 2005,PG-13,145.0,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Rob Marshall,36.0,7.1,38695.0
Men in Black,250690539.0,587790539.0,,90000000.0,Jul 01 1997,PG-13,98.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Science Fiction,Barry Sonnenfeld,91.0,7.0,119704.0
Men of Honor,48814909.0,82339483.0,,32000000.0,Nov 10 2000,R,128.0,20th Century Fox,Based on Real Life Events,Drama,Dramatization,,41.0,6.8,30630.0
Memento,25544867.0,39665950.0,,5000000.0,Mar 16 2001,R,113.0,Newmarket Films,Based on Book/Short Story,Drama,Contemporary Fiction,Christopher Nolan,,8.7,274524.0
Mercury Rising,32983332.0,32983332.0,,60000000.0,Apr 03 1998,R,112.0,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Harold Becker,17.0,5.8,21449.0
Message in a Bottle,52880016.0,52880016.0,,30000000.0,Feb 12 1999,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,,31.0,5.6,13108.0
Meet Joe Black,44650003.0,44650003.0,,85000000.0,Nov 13 1998,PG-13,154.0,Universal,Original Screenplay,Drama,Fantasy,Martin Brest,50.0,6.9,56067.0
Magnolia,22450975.0,48446802.0,,37000000.0,Dec 17 1999,R,188.0,New Line,Original Screenplay,Drama,Contemporary Fiction,Paul Thomas Anderson,83.0,8.0,121540.0
The Men Who Stare at Goats,32428195.0,67348218.0,8155901.0,24000000.0,Nov 06 2009,R,93.0,Overture Films,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Grant Heslov,53.0,6.4,33763.0
Men in Black 2,190418803.0,441818803.0,,140000000.0,Jul 03 2002,PG-13,88.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Barry Sonnenfeld,,7.4,467.0
Miss Congeniality 2: Armed and Fabulous,48478006.0,101382396.0,,60000000.0,Mar 24 2005,PG-13,115.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,John Pasquin,,4.7,14297.0
Mission: Impossible 2,215409889.0,546209889.0,,120000000.0,May 24 2000,PG-13,124.0,Paramount Pictures,Based on TV,Action,Contemporary Fiction,John Woo,,6.9,86222.0
Miss Congeniality,106807667.0,212100000.0,,45000000.0,Dec 22 2000,PG-13,110.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,41.0,6.1,42323.0
The Missing,26900336.0,38253433.0,,65000000.0,Nov 26 2003,R,137.0,Sony Pictures,Based on Book/Short Story,Western,Historical Fiction,Ron Howard,59.0,7.4,19068.0
Mighty Joe Young,50632037.0,50632037.0,,80000000.0,Dec 25 1998,PG,114.0,Walt Disney Pictures,Remake,Adventure,Science Fiction,,52.0,5.4,9187.0
The Majestic,27796042.0,37306334.0,,72000000.0,Dec 21 2001,PG,153.0,Warner Bros.,Original Screenplay,Drama,Historical Fiction,Frank Darabont,41.0,6.8,24809.0
Malibu's Most Wanted,34308901.0,34499204.0,,15000000.0,Apr 18 2003,PG-13,86.0,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,30.0,4.8,8159.0
Mission to Mars,60874615.0,106000000.0,,90000000.0,Mar 10 2000,PG,116.0,Walt Disney Pictures,Original Screenplay,Adventure,Science Fiction,Brian De Palma,24.0,5.1,32449.0
Captain Corelli's Mandolin,25528495.0,62097495.0,,57000000.0,Aug 17 2001,R,129.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,John Madden,29.0,5.7,14706.0
Midnight in the Garden of Good and Evil,25078937.0,25078937.0,,35000000.0,Nov 21 1997,R,155.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Clint Eastwood,50.0,6.5,18960.0
The Man in the Iron Mask,56968169.0,56968169.0,,35000000.0,Mar 13 1998,PG-13,132.0,MGM,Based on Book/Short Story,Adventure,Historical Fiction,,31.0,7.2,561.0
Monster-in-Law,82931301.0,155931301.0,,45000000.0,May 13 2005,PG-13,95.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Robert Luketic,16.0,5.1,16320.0
Mona Lisa Smile,63803100.0,121598309.0,,65000000.0,Dec 19 2003,PG-13,117.0,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Mike Newell,35.0,6.1,23657.0
Monster's Ball,31273922.0,44873922.0,,4000000.0,Dec 26 2001,R,111.0,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,Marc Forster,85.0,7.2,38023.0
MoliËre,635733.0,791154.0,,21600000.0,Jul 27 2007,PG-13,120.0,Sony Pictures Classics,,Comedy,Dramatization,,,7.2,265.0
Monster,34469210.0,58003694.0,,5000000.0,Dec 24 2003,R,109.0,Newmarket Films,Based on Real Life Events,Drama,Dramatization,,82.0,7.4,39908.0
"Monsters, Inc.",255870172.0,526864330.0,,115000000.0,Nov 02 2001,G,95.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,David Silverman,95.0,7.4,39908.0
Money Talks,41076865.0,41076865.0,,25000000.0,Aug 22 1997,R,95.0,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,17.0,5.7,8640.0
Moon,5010163.0,6934829.0,1978111.0,5000000.0,Jun 12 2009,R,97.0,Sony Pictures Classics,Original Screenplay,Thriller/Suspense,Science Fiction,,,8.0,55251.0
The Mothman Prophecies,35228696.0,54639865.0,,42000000.0,Jan 25 2002,PG-13,119.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,,52.0,6.5,26948.0
Moulin Rouge,57386369.0,179213196.0,,53000000.0,May 18 2001,PG-13,123.0,20th Century Fox,Original Screenplay,Musical,Historical Fiction,Baz Luhrmann,,7.3,2105.0
Me and Orson Welles,1190003.0,1190003.0,,25000000.0,Nov 25 2009,PG-13,107.0,Freestyle Releasing,Based on Book/Short Story,Drama,Historical Fiction,Richard Linklater,84.0,7.1,2417.0
Meet the Fockers,279167575.0,516567575.0,,60000000.0,Dec 22 2004,PG-13,115.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Jay Roach,38.0,6.4,69613.0
Meet the Parents,166225040.0,301500000.0,,55000000.0,Oct 06 2000,PG-13,108.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Jay Roach,84.0,7.0,84924.0
The Miracle,64378093.0,64445708.0,,28000000.0,Feb 06 2004,PG,92.0,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,,,6.1,126.0
Minority Report,132024714.0,358824714.0,,102000000.0,Jun 21 2002,PG-13,145.0,20th Century Fox,Based on Book/Short Story,Action,Science Fiction,Steven Spielberg,91.0,7.7,135142.0
Mortal Kombat: Annihilation,35927406.0,51327406.0,,30000000.0,Nov 21 1997,PG-13,91.0,New Line,Based on Game,Action,Fantasy,,7.0,3.2,16672.0
Mouse Hunt,61894591.0,61894591.0,,38000000.0,Dec 19 1997,PG,95.0,Dreamworks SKG,Original Screenplay,Comedy,Kids Fiction,Gore Verbinski,,6.1,14934.0
Miss Potter,3005605.0,35025861.0,7821056.0,30000000.0,Dec 29 2006,PG,92.0,MGM,Based on Real Life Events,Drama,Dramatization,Chris Noonan,66.0,7.1,10236.0
A Mighty Heart,9176787.0,18932117.0,5455645.0,15000000.0,Jun 22 2007,R,100.0,Paramount Vantage,Based on Book/Short Story,Drama,Dramatization,Michael Winterbottom,78.0,6.7,13881.0
The Matrix Reloaded,281553689.0,738576929.0,,127000000.0,May 15 2003,R,138.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Andy Wachowski,73.0,7.1,148874.0
The Matrix Revolutions,139259759.0,424259759.0,,110000000.0,Nov 05 2003,R,129.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Andy Wachowski,37.0,6.5,123347.0
Mulan,120620254.0,303500000.0,,90000000.0,Jun 19 1998,G,88.0,Walt Disney Pictures,Traditional/Legend/Fairytale,Adventure,Dramatization,,86.0,7.2,34256.0
The Mummy,155385488.0,416385488.0,,80000000.0,May 07 1999,PG-13,124.0,Universal,Remake,Adventure,Fantasy,Stephen Sommers,54.0,6.8,95658.0
The Mummy Returns,202007640.0,433007640.0,,98000000.0,May 04 2001,PG-13,129.0,Universal,Remake,Adventure,Fantasy,Stephen Sommers,47.0,6.2,68084.0
The Mummy: Tomb of the Dragon Emperor,102491776.0,397912118.0,43147886.0,175000000.0,Aug 01 2008,PG-13,111.0,Universal,Remake,Adventure,Fantasy,Rob Cohen,13.0,5.1,41570.0
