MeetID,Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat4Kg,BestSquatKg,Bench4Kg,BestBenchKg,Deadlift4Kg,BestDeadliftKg,TotalKg,Place,Wilks
5757,Payton McAlister,M,Single-ply,,Boys,78.93,82.5,,181.44,,124.74,,219.99,526.17,1,362.31
7418,Jessica Haynes,F,Single-ply,,Varsity,75.3,82.5,,155.0,,65.0,,162.5,382.5,2,362.72
6291,David Lucio,M,Single-ply,,Boys,73.12,75,,158.76,,81.65,,167.83,408.23,11,296.17
7771,Miguel De La Torre,M,Wraps,40.0,Master Men 40-44,98.97,100,,187.5,,115.0,,225.0,527.5,1,322.373
1047,Nicole LeBlanc,F,Raw,,Open,62.0,63,,77.5,,50.0,,102.5,230.0,2,250.03
5665,Jenn Davis,F,Wraps,,Open,100.0,100,,95.25,,49.9,,124.74,269.89,2,224.71
6955,Jennifer Palumbo,F,Raw,34.5,R-O,56.0,57,,105.0,,52.5,,120.0,277.5,3,326.51
0,Danny Plyler,M,Raw,59.0,Mst 55-59,99.7,100,195.04,188.24,,176.9,,219.99,585.13,1,356.53
3919,Jacob Vadset,M,Single-ply,,Teen 14-18,72.3,75,,,,122.5,,,122.5,2,89.6
6374,Samuel Macneil,M,Single-ply,,Boys,97.39,100,,149.69,,117.93,,158.76,426.38,7,262.34
8421,Bret Russell,M,Multi-ply,58.0,Open,116.2,125,,,,,,,,DQ,
5272,Charity Rogers,F,Wraps,,Masters 40-44,56.0,56,,127.01,,74.84,,142.88,344.73,1,405.61
4254,Tomas Coleman,M,Raw,21.0,Juniors,75.94,83,,132.5,,,,170.0,,DQ,
6078,Brayan Vasquez,M,Single-ply,,Boys,107.77,110,,136.08,,102.06,,181.44,419.57,14,248.52
4195,Paul Clifford,M,Single-ply,,Open,94.2,100,,,,145.0,,,145.0,5,90.54
5066,Tom Finn,M,Wraps,,Pro Open,99.79,100,,295.0,,237.5,,337.5,870.0,1,529.92
6686,Minh Nguyen,M,Raw,,R-O,71.3,74,,170.0,,137.5,,172.5,480.0,4,354.74
5991,Antonio Puga,M,Single-ply,,Boys,82.01,82.5,,176.9,,120.2,,195.04,492.15,4,330.88
7021,Maranda Geist,F,Raw,,R-O,51.1,52,,120.0,,67.5,,135.0,322.5,12,407.48
181,Supritha,F,Raw,,J,63.9,72,,95.0,,40.0,,120.0,255.0,4,270.95
6383,Dylan Quintero,M,Single-ply,,Boys,55.79,56,,113.4,,68.04,,154.22,335.66,3,306.69
6092,Asa Surface,M,Single-ply,,Boys,66.86,67.5,,115.67,,63.5,,154.22,333.39,2,259.03
6685,Allison Naples,F,Raw,,R-O,56.3,57,,57.5,,52.5,,92.5,202.5,5,237.27
7377,Eddie Argumedo,M,Raw,44.5,R-O,108.4,120,,,,210.0,,172.5,382.5,1,226.13
6654,Austin Miller,M,Raw,,R-JR,81.0,83,,237.5,,157.5,,265.0,660.0,2,447.1
6239,Rafael Salinas,M,Single-ply,,Boys J.V.,99.79,100,,190.51,,97.52,,201.85,489.88,2,298.39
1554,LaTosha Cleaver,F,Wraps,,sm2,81.33,82.5,,127.5,,67.5,-200.0,197.5,392.5,1,355.92
7092,Stephanie Shockley,F,Raw,,R-O,62.0,63,,135.0,,62.5,,145.0,342.5,2,372.33
5143,Justin Evers,M,Raw,,Pro Open,97.7,100,,257.5,,162.5,,265.0,685.0,1,420.89
6819,Jason Liu,M,Raw,,R-T2,106.6,120,,192.5,,142.5,,200.0,535.0,1,318.03
5490,Paul Evans,M,Wraps,,Open,109.77,110,,185.97,,124.74,,217.72,528.44,3,311.18
8355,Gabriel Ceniceros,M,Raw,26.0,Open,80.8,82.5,,170.0,,105.0,,205.0,480.0,16,325.66
8022,Erik Tang,M,Raw,30.0,Open,85.3,90,,170.0,,107.5,,185.0,462.5,3,303.875
2673,Fridtjov Olsen,M,Raw,,Master 60-69,81.9,83,,,,65.0,,,65.0,1,43.74
5313,Frank Riddle,M,Raw,,Masters 70-74,99.79,100,,,,137.5,,,137.5,1,83.75
6885,Sydney Garner,F,Raw,18.5,R-O,77.0,84,,100.0,,52.5,,107.5,260.0,1,243.21
5792,Isaac Sims,M,Single-ply,,Boys,131.36,125+,,170.1,,104.33,,195.04,469.47,5,265.04
8282,Matthew Stanton,M,Raw,23.0,Junior 20-23,74.8,75,,,,,,210.5,210.5,1,150.27
5812,Christian Gonzalez,M,Single-ply,,Freshmen,107.82,110,,136.08,,72.57,,181.44,390.09,4,231.02
2862,Thomas Olsen,M,Raw,,Open,92.6,93,,172.5,,135.0,,220.0,527.5,1,332.05
8248,James Fowler,M,Raw,26.0,Open,89.6,90,,272.5,,182.5,,317.5,772.5,2,494.28
5877,Antonio Rico,M,Single-ply,,Boys,69.4,75,,151.95,,106.59,,158.76,417.3,5,314.8
6063,Turner Phillips,M,Single-ply,,Boys,93.98,100,,240.4,,136.08,,240.4,616.89,24,385.62
6110,Joseph Perez,M,Single-ply,,Boys,77.79,82.5,,174.63,,106.59,,176.9,458.13,4,318.47
6406,Paul Sorenson,M,Wraps,21.0,MOR-AD,118.8,125,,237.5,,127.5,,255.0,620.0,2,357.3
1458,Kota Egawa,M,Raw,19.5,Open,72.8,74,,197.5,,107.5,,205.0,510.0,6,371.18
1873,Geir Gregersen,M,Single-ply,,Open,80.5,82.5,,230.0,,140.0,,230.0,600.0,2,408.02
6390,Colton Chamberlain,M,Single-ply,,Boys,112.04,125,,235.87,,145.15,,226.8,607.81,7,355.74
6369,Kaylan Louis,M,Single-ply,,Boys,108.18,110,,174.63,,131.54,,,,DQ,
7596,Edwin Julien,M,Raw,,Submasters,90.0,90,,,,124.74,,222.26,347.0,1,221.52
5408,Matt Smith,M,Wraps,,Submasters,98.88,100,,251.74,,147.42,,226.8,625.96,1,382.7
165,Karen Simpson,F,Raw,,F-M2,102.5,84+,,125.0,,47.5,,145.0,317.5,4,262.52
6953,James Williams,M,Raw,54.5,R-O,82.2,83,,,,140.0,,,140.0,2,93.99
5917,Brady Vickery,M,Single-ply,,Boys,109.77,110,,,,,,,,DQ,
6252,Dawson Taliaferro,M,Single-ply,,Boys,69.85,75,,142.88,,97.52,,147.42,387.82,4,291.11
5237,Amanda Crawford,F,Raw,,F-HW,67.0,67.5,,137.5,,82.5,,170.0,390.0,6,400.18
5100,Derek Tiller,M,Raw,,Amateur Master 55-59,86.45,90,,,,77.11,,,77.11,1,50.29
1449,Daniel Saber,M,Raw,18.5,Juniors,104.56,105,,272.5,,180.0,,300.0,752.5,5,450.33
6100,Emmanuel Mendez,M,Single-ply,,Boys,94.21,100,,183.7,,120.2,,197.31,501.22,9,312.96
6086,Marcel Paige,M,Single-ply,,Boys,82.1,82.5,,124.74,,83.91,,149.69,358.34,8,240.76
5524,Bryant Dilda,M,Wraps,,Masters 40-44,98.7,100,,238.14,,170.1,,256.28,664.51,1,406.57
5793,Gabe Torres,M,Single-ply,,Boys,76.02,82.5,,151.95,,104.33,,142.88,399.16,7,281.79
6330,Matt Conder,M,Single-ply,,Boys,78.29,82.5,,136.08,,92.99,,167.83,396.89,3,274.74
5894,Stephen Mosley,M,Single-ply,,Boys,143.34,125+,,210.92,,127.01,,192.78,530.7,2,295.53
6318,Jimarion Horace,M,Single-ply,,Boys,83.73,90,,154.22,,,,,154.22,11,102.41
3610,Thorstein Rønningen,M,Single-ply,,Teen 14-18,70.1,75,,130.0,,115.0,,160.0,405.0,1,303.17
5514,Phillip Stevens,M,Wraps,,Open,119.57,125,,272.16,,136.08,,317.51,725.75,1,417.6
8456,Oleg Stepanov,M,Raw,27.0,Tested Amateur Open,74.8,75,,,,,,220.0,220.0,4,157.06
1052,Selene Mallone,F,Raw,,Junior,62.1,63,,110.0,,55.0,,137.5,302.5,1,328.44
3733,Tore Michael Røsten,M,Single-ply,,Open,142.9,125+,,315.0,,180.0,,300.0,795.0,1,442.91
3244,Camilla Rise,F,Raw,,Open,66.6,72,,102.5,,55.0,,122.5,280.0,2,288.56
7553,LaGarian Smith,M,Raw,26.0,Open,81.92,82.5,,185.0,,152.5,,200.0,537.5,1,361.61
4914,Mike McCoy,M,Single-ply,,Amateur Open,121.65,125,,,,,,,,DQ,
4990,Vanessa Baez,F,Wraps,,Amateur Open,64.77,67.5,,83.91,,45.36,,111.13,240.4,1,252.87
5934,Tristian Sanchez,M,Single-ply,,Boys,89.81,90,,,,,,,,DQ,
724,Colin Garnett,M,Single-ply,,Junior,119.3,125,,265.0,,170.0,,250.0,685.0,1,394.36
3559,Arild Vatne,M,Raw,,Open,97.6,105,,170.0,,150.0,,212.5,532.5,1,327.33
6098,Christian Martin,M,Single-ply,,Boys,49.85,52,,90.72,,34.02,,90.72,215.46,4,221.17
6124,Michael Ngethe,M,Single-ply,,Boys,84.64,90,,190.51,,108.86,,197.31,496.68,4,327.78
1066,Maxime Bolduc-Ménard,M,Raw,,Junior,72.0,74,,165.0,,125.0,,185.0,475.0,1,348.51
180,R.B.S. Thapa,M,Single-ply,,Master 1,80.4,82.5,,,,155.0,,,155.0,1,105.49
5180,Sandra Else,F,Raw,,Amateur Submaster,80.74,82.5,,,,68.04,,136.08,204.12,1,185.83
5852,Chandler Wasson,M,Single-ply,,Boys,149.69,125+,,190.51,,127.01,,181.44,498.95,2,276.15
1264,Mark Comiskey,M,Raw,30.5,Open,79.94,83,,225.0,,150.0,,247.5,622.5,19,425.18
8404,Natalie Castañeda,F,Raw,25.0,Open,81.6,82.5,,170.0,,92.5,,185.0,447.5,1,405.07
6573,Zach Kimble,M,Raw,23.0,MR-O,102.3,105,,260.0,,152.5,,307.5,720.0,2,434.30400000000003
2385,Birger Sundstøl,M,Single-ply,,Master 50-59,63.4,66,,,,82.5,,,82.5,1,67.01
6060,Jonathan Grimaldo,M,Single-ply,,Boys,108.5,110,,308.44,,167.83,,254.01,730.28,3,431.61
7333,Carlie Walker,F,Single-ply,16.5,T,146.19,90+,,195.0,,88.5,,170.1,453.6,4,350.17
2801,Ingolf Thorbjørnsen,M,Single-ply,,Open,92.0,100,,220.0,,120.0,,230.0,570.0,3,359.93
6179,Marco Tejada,M,Single-ply,,Boys,67.4,75,,136.08,,79.38,,129.27,344.73,10,266.11
6439,Sean Kniss,M,Wraps,27.0,MOR,118.0,125,,320.0,,192.5,,275.0,787.5,2,454.57
6475,James Spurgin,M,Wraps,35.0,UPA M-O,110.95,125,,215.0,,77.5,,197.5,490.0,2,287.61
1348,Sam Luciano,M,Raw,52.5,Pro Master 50-54,112.26,125,,,,190.51,,,190.51,1,111.44
5139,Ryan Bakis,M,Wraps,,Amateur Open,97.98,100,,265.35,,181.44,,272.16,718.94,1,441.21
1083,Lindy Grasdal,F,Raw,,Open,100.6,84+,,100.0,,50.0,,147.5,297.5,4,247.26
5240,Christie McCart,F,Raw,,U18,76.4,84,,135.0,,60.0,,150.0,345.0,1,324.25
1558,Josh McMillian,M,Wraps,,sm1,89.36,90,,205.0,,135.0,,215.0,555.0,3,355.61
481,Brock Haywood,M,Single-ply,,Open,125.3,140+,,,,162.5,,,162.5,3,92.55
476,Mike Allard,M,Single-ply,,Open,90.0,90,,255.0,,145.0,,275.0,675.0,1,430.92
7027,Dakota Meyers,M,Raw,18.5,R-C,121.4,120+,,187.5,,127.5,,200.0,515.0,14,295.3
6456,Maria Cardenas,F,Wraps,26.0,F-AD-R-O,66.22,67.5,,65.0,,40.0,,92.5,197.5,2,204.38
7274,Josh Abt,M,Single-ply,,RO,89.8,93,,182.5,,102.5,,217.5,502.5,2,321.16
6445,Grace Hamilton,F,Raw,11.0,F-T,36.29,44,,,,,,60.0,60.0,3,94.11
6006,Chase Kellar,M,Single-ply,,Boys,121.56,125,,299.37,,181.44,,272.16,752.96,1,431.62
6859,Derrick Chesley,M,Raw,26.5,R-O,81.2,83,,162.5,,,,220.0,,DQ,
223,Jake Warrington,M,Wraps,,M-RA-O,99.1,100,,290.0,,185.0,,335.0,810.0,1,494.76
4973,Curtis Miller,M,Wraps,,Amateur Open,90.08,100,,226.8,,127.01,,258.55,612.35,1,390.74
6956,Drew Lamb,M,Raw,,R-T1,67.2,67.5,,,,92.5,,,92.5,1,71.57
6979,Paul Flores,M,Raw,,R-JR,72.8,74,,155.0,,102.5,,182.5,440.0,19,320.23
5647,Justin Sowers,M,Wraps,26.0,Open,100.97,110,,301.64,,208.65,,306.17,816.47,1,495.01
2126,Frank Gyland,M,Single-ply,,Master 40-49,90.6,100,,,,195.0,,,195.0,1,124.07
3167,Kurt Einar Voldseth,M,Single-ply,,Master 40-49,121.4,120+,,,,240.0,,,240.0,1,137.62
7069,Dave Perez,M,Raw,30.5,R-O,80.7,83,,172.5,,107.5,,182.5,462.5,6,314.03
1061,Jane Lessard,F,Single-ply,,Master 3,56.9,57,,,,62.5,,,62.5,1,72.62
1457,Anastasiia Derevianko,F,Single-ply,17.5,Sub-Juniors,62.2,63,,145.0,,90.0,,147.5,382.5,8,414.8
2663,Sindre G. Østerås,M,Single-ply,,Junior 19-23,104.8,105,,300.0,,205.0,,270.0,775.0,1,463.41
7818,Jeff Grenzke,M,Raw,66.0,Open,82.28,82.5,,105.0,,95.0,,157.5,357.5,4,239.87099999999998
7494,Trenton Wade,M,Single-ply,,Lightweight Men,85.73,,,292.11,,,,,,DQ,
7009,Gina Hensley,F,Raw,,R-T3,62.7,63,,125.0,,60.0,,160.0,345.0,1,371.86
7090,Steven Kearney,M,Raw,,R-O,105.0,105,,242.5,,157.5,,252.5,652.5,1,389.9
7813,Connor Sharrah,M,Raw,19.0,Junior 18-19,81.28,82.5,,145.0,,110.0,,192.5,447.5,1,302.5
4575,Paul Tess,M,Raw,,,73.65,75,,,,135.0,,,135.0,1,97.44
8064,Betsy Ramirez,F,Wraps,19.0,Junior 18-19,55.4,56,,107.5,,60.0,,127.5,295.0,1,350.04
3439,Tor Martin H. Janbu,M,Single-ply,,Teen 14-18,80.6,82.5,,,,75.0,,,75.0,1,50.96
7403,Sally Bowers,F,Single-ply,,45-49(M2),51.35,53,,117.5,,57.5,,135.0,310.0,1,390.22
7906,Brian Laudick,M,Single-ply,28.0,Open,115.5,125,,,,,,367.5,367.5,1,213.291
6013,Lorenzo Comacho,M,Single-ply,,Boys,81.19,82.5,,77.11,,56.7,,95.25,229.06,14,154.95
8374,Kati Jones,F,Raw,30.0,Open,47.7,48,,102.5,,70.0,125.0,120.0,292.5,1,389.18
1461,Eva Speth,F,Raw,61.5,Masters 3,82.9,84,,,,92.5,,,92.5,1,83.04
83,Ray Makiejus,M,Wraps,37.0,M_OCR_APF,105.2,110,,242.5,,162.5,,270.0,675.0,1,403.08
4803,Caleb Voice,M,Raw,27.5,,90.9,93,,,,217.5,,,217.5,1,138.16
8220,Alfred Bond,M,Raw,58.0,Master 55-59,141.3,140+,,,,,,,,DQ,
7733,Miranda Cooper,F,Wraps,16.0,Junior Women 16-17,54.84,56,,80.0,,42.5,,100.0,222.5,1,266.12
5713,Luke Huntzinger,M,Wraps,33.0,Open,108.05,110,,292.52,,187.52,,292.52,772.56,1,457.21
6726,Nathan Drake,M,Raw,27.5,R-O,98.7,105,,130.0,,92.5,,177.5,400.0,2,244.73
6601,Steven Williams,M,Single-ply,,T2,80.2,82.5,,190.0,,117.5,,227.5,535.0,1,364.67
6663,Michael Bird,M,Raw,22.5,R-JR,114.5,120,,237.5,,165.0,,257.5,660.0,1,383.94
5305,Aaron Kelsey,M,Raw,,Open,91.63,100,,,,129.27,,190.51,319.78,1,202.32
4222,Amy O'Donnell,F,Single-ply,,Sub-Juniors,71.1,75,,85.0,,42.5,,92.5,220.0,1,216.55
7013,Tamera Lusk,F,Single-ply,,Y,78.4,84,,182.5,,87.5,,177.5,447.5,4,414.19
8446,Tatyana Zhemerya,F,Raw,41.0,Open,65.9,67.5,,,,80.0,,,80.0,2,83.08
7308,Michelle Gillett,F,Raw,26.5,R-O,90.8,84+,,145.0,,62.5,,167.5,375.0,1,322.85
1368,Raven Hodge,F,Raw,,Amateur Open,67.13,67.5,,,,61.23,,129.27,190.51,1,195.21
6358,Jonathan Pesina,M,Single-ply,,Boys,72.85,75,,208.65,,127.01,,192.78,528.44,2,384.41
1091,Ali Jasim,M,Raw,,Junior,98.5,105,,155.0,,112.5,,185.0,452.5,3,277.09
1090,Tanya Michel,F,Raw,,Junior,63.0,63,,95.0,,57.5,,105.0,257.5,9,276.54
5771,James Harrison,M,Single-ply,,Boys,69.04,75,,111.13,,61.23,,136.08,308.44,9,233.62
71,Nikhil Vashist,M,Single-ply,25.0,M_OES_APF,46.8,52,100.0,92.5,72.5,70.0,120.0,112.5,275.0,1,302.92
1587,Robert Hickman,M,Wraps,,sm2,150.77,140+,,182.5,,137.5,,230.0,550.0,1,304.09
5122,Eric Frullaney,M,Wraps,,Amateur Teen 16-17,80.65,82.5,,179.17,,106.59,,195.04,480.81,1,326.59
1651,Ricky Mullan,M,Raw,,M1,125.5,120+,,265.0,,145.0,,300.0,710.0,1,404.26
2239,Fritz Seifert,M,Single-ply,,Junior 19-23,66.1,67.5,,,,102.5,,,102.5,1,80.38
7028,Lynne Homan,F,Raw,54.5,R-M2,56.7,57,,90.0,,65.0,,125.0,280.0,2,326.26
7471,Robert Speno,M,Single-ply,,Men's Open,125.0,125,,282.13,,202.3,,277.14,762.04,1,434.24
5958,Jacob Caldera,M,Single-ply,,Boys,106.28,110,,272.16,,167.83,,233.6,673.58,1,400.82
7221,Khalid Schuler,M,Raw,,R-T3,82.3,83,,212.5,,110.0,,232.5,555.0,2,372.34
7191,Megan Conley,F,Raw,,R-O,82.5,84,,62.5,,,,122.5,,DQ,
5303,John Ruoppo,M,Wraps,,Open,128.37,140,,342.46,,61.23,,322.05,725.75,1,411.43
7028,Minh Nguyen,M,Raw,24.5,R-O,72.08,74,,200.0,,155.0,,212.5,567.5,27,416.04
6430,Luke Uribe,M,Wraps,35.0,MOR,100.0,100,,320.0,,235.0,,285.0,840.0,2,511.21
7680,Scott Schmeckpeper,M,Raw,58.0,Master Men 55-59,109.23,110,,,,122.5,,,122.5,1,72.25
7407,Shawn Geernaert,M,Single-ply,,18-19,75.0,75,,215.0,,150.0,,260.0,625.0,1,445.35
2911,Jøran Langset,M,Single-ply,,Open,76.25,83,,260.0,,167.5,,255.0,682.5,2,480.83
6001,Layton Lamberson,M,Single-ply,,Boys,73.48,75,,183.7,,108.86,,192.78,485.34,5,350.87
6031,Oscar Zepeda,M,Single-ply,,Boys,118.21,125,,258.55,,149.69,,229.06,637.3,5,367.71
7885,Brian Le,M,Wraps,23.0,Junior 20-23,106.8,110,,210.0,,170.0,,250.0,630.0,1,374.273
1285,Dustin Zinetti,M,Wraps,35.0,M-ORP,135.0,140,,295.0,,200.0,,260.0,755.0,2,424.29
7009,Alan Beavers,M,Raw,,R-JR,91.5,93,,200.0,,150.0,,250.0,600.0,6,379.88
7369,Manveer Sadhal,M,Raw,31.5,R-O,110.0,120,,267.5,,170.0,,257.5,695.0,1,409.0
1290,Leticia Bertotto,F,Wraps,43.0,F-1,74.0,75,,165.0,,100.0,,185.0,450.0,1,431.44
1170,Janine Quinton,F,Raw,,Open,120.3,84+,,135.0,,52.5,,140.0,327.5,3,261.77
135,Artur Botnar,M,Wraps,,Open,73.5,75,,180.0,,110.0,,195.0,485.0,4,350.56
1473,Rafael Santi,M,Raw,21.5,Open,58.7,59,,,,105.0,,130.0,,DQ,
1470,Gary Pamplin,M,Single-ply,59.5,Masters 3,103.64,105,,290.5,,217.5,,237.5,745.5,1,447.56
2243,Helge Grimstad,M,Single-ply,,Open,96.4,100,,155.0,,135.0,,210.0,500.0,1,309.0
4894,Ken Silva,M,Raw,62.0,60-64,73.3,75,,,,,,120.5,120.5,1,87.27
743,Harmeet Lehal,M,Single-ply,,Sub-Junior,70.2,67.5,,,,55.0,,,55.0,1,41.13
5020,Tim Gale,M,Single-ply,,Pro Open,122.2,125,,335.66,,335.66,,281.23,952.54,1,545.4
8136,Forrest Bush,M,Wraps,25.0,Open,94.5,100,,320.0,,175.0,,335.0,830.0,1,517.52
1479,William Kazmaier,M,Single-ply,,,,110+,,395.0,,282.5,,362.5,1040.0,1,
7161,Anthony Iacoviello,M,Raw,22.5,R-JR,87.7,93,,215.0,,150.0,,232.5,597.5,1,386.63
5748,LA Gonzalez,M,Single-ply,,Boys,51.71,52,,174.63,,95.25,,167.83,437.72,1,432.05
6029,Joseph Aguillar,M,Single-ply,,Boys,88.68,90,,188.24,,122.47,,172.37,483.08,7,310.76
6542,Jamie Aughtman,M,Raw,46.5,R-O,71.65,74,,135.0,,92.5,,187.5,415.0,2,305.59
8371,Jayne Young Bear,F,Raw,32.0,Open,111.0,90+,,,,,170.0,165.0,165.0,2,133.9
5408,Daniel Denney,M,Wraps,,Open,98.7,100,,226.8,,158.76,,249.48,635.03,3,388.53
7317,Carson Glauser,M,Single-ply,,T1,59.9,60,,113.4,,81.6,,165.6,360.6,5,308.02
6251,John Haller,M,Single-ply,,Boys,77.29,82.5,,185.97,,95.25,,195.04,476.27,6,332.49
5844,Tyler Sutton,M,Single-ply,,Boys,64.86,67.5,,161.03,,111.13,,165.56,437.72,1,348.7
26,Nicole Hughson,F,Wraps,,DT - Submaster,58.6,60,,75.0,,40.0,,120.0,235.0,2,266.85
969,Jeff Butt,M,Single-ply,,Master 1,92.9,93,,260.0,,195.0,,255.0,710.0,3,446.24
1641,Trevor Harvey,M,Raw,,M4,73.0,74,,,,,,130.0,130.0,1,94.43
7840,Anwar Dabaja,M,Raw,24.0,Open,98.43,100,,-407.85,,125.0,,235.0,,DQ,
1215,Logan Vessey,M,Raw,,Junior,104.0,105,,227.5,,145.0,,275.0,647.5,1,388.23
8365,Robyn Metcalfe,F,Raw,26.0,Open,55.9,56,,,,50.0,,,50.0,1,58.91
6621,Frank Corso,M,Raw,,R-JR,80.6,82.5,,170.0,,112.5,,207.5,490.0,1,332.96
70,Scott Johnson,M,Raw,47.0,M_MR_2_APF,110.0,110,,170.0,,125.0,,205.0,500.0,1,294.25
6569,Jin Kim,M,Raw,26.0,M-OR,100.79,105,,190.0,,145.0,,225.0,560.0,3,339.75
8241,Tiffany Huntoon,F,Raw,33.0,Open,59.5,60,,110.0,,72.5,,140.0,322.5,3,361.89
8467,Laken Fluegel,M,Wraps,,Junior,119.4,125,,342.5,,220.0,,285.0,847.5,1,487.82
7503,Steve Williams,M,Single-ply,46.0,Open Men,107.84,110,,,,219.99,,,219.99,3,130.28
8078,Scott Simonson,M,Wraps,49.0,Master 45-49,108.1,110,,237.5,,215.0,,-227.5,,DQ,
6425,Ernie Lilliebridge Jr,M,Wraps,27.0,MOR,89.7,90,,352.5,,185.0,,339.99,877.49,1,561.14
808,Jonathan Simard,M,Single-ply,,Open,82.7,90,,185.0,,155.0,,145.0,485.0,1,324.43
7435,Bryan Golden,M,Single-ply,,Varsity,82.5,82.5,,210.0,,115.0,,262.5,587.5,7,393.57
5038,David Estrada,M,Raw,,Pro Master 45-49,124.1,125,,,,,,274.42,274.42,1,156.61
7411,Jeffrey Cooper,M,Single-ply,18.0,,55.5,56,,137.5,,75.0,,175.0,387.5,4,355.88
5803,Logan Nicholos,M,Single-ply,,Boys,102.15,110,,181.44,,120.2,,172.37,474.0,4,286.1
4778,Natalie Huntsman,F,Raw,26.5,,67.65,72,,110.0,,77.5,,170.0,357.5,1,364.29
7230,Brynn Wittenburg,F,Raw,,R-T2,73.7,84,,107.5,,52.5,,112.5,272.5,1,261.94
4189,Jared Bradbury,M,Single-ply,,,,125+,,,,,,,,DQ,
3368,Jøren Skadsem Eikeland,M,Single-ply,,Teen 14-18,79.2,82.5,,182.5,,85.0,,197.5,465.0,1,319.49
2923,Jan Tore Berg,M,Single-ply,,Open,80.5,83,,,,115.0,,,115.0,1,78.2
4795,Jenny Barrett-Hamilton,F,Raw,42.5,,71.2,72,,70.0,,52.5,,110.0,232.5,4,228.63
8432,Kevin Santiago,M,Raw,27.0,Open,88.7,90,,200.0,,112.5,,250.0,562.5,12,361.8
6397,Miguel Guevara,M,Single-ply,,Boys,116.48,125,,242.67,,147.42,,244.94,635.03,5,367.75
5995,Jesus Garcia,M,Single-ply,,Boys,76.75,82.5,,170.1,,111.13,,201.85,483.08,1,338.83
6031,Juan Delgado,M,Single-ply,,Boys,99.79,100,,226.8,,149.69,,201.85,578.33,5,352.26
8323,Chase Summers,M,Raw,19.0,Open,80.0,82.5,,205.0,,125.0,273.0,267.5,597.5,2,407.91
6002,Colt Mallory,M,Single-ply,,Boys,75.84,82.5,,151.95,,74.84,,172.37,399.16,8,282.25
6180,Colby Williamson,M,Single-ply,,Boys,50.8,52,,102.06,,54.43,,108.86,265.35,3,266.9
4699,Theo Chetty,M,Raw,23.0,,88.8,93,,195.0,,125.0,,245.0,565.0,10,363.2
8247,Kiara McDonald,F,Single-ply,17.0,Junior 16-17,70.5,75,,115.0,,70.0,,115.0,300.0,1,297.0
6598,David Berry,M,Raw,32.5,R-O,90.9,93,,162.5,,107.5,,190.0,460.0,6,292.19
1290,Ian Humphreys,M,Wraps,44.0,M-1,79.1,82.5,271.0,260.0,,147.5,,235.0,642.5,2,441.8
7793,Tenny Tran,M,Raw,19.0,Junior Men 18-19,72.35,75,,155.0,,97.5,,165.0,417.5,1,305.23
6475,JJ Thomas,M,Multi-ply,36.0,AD M-O,89.27,90,,347.5,,232.5,,310.0,890.0,1,570.55
4887,Shawn Fante,M,Raw,31.0,Open,99.79,100,,210.0,,170.0,,257.5,637.5,1,388.3
6429,Marissa Pinnola,F,Raw,,Open,59.95,60,,,,47.5,,105.0,152.5,1,170.13
1554,Matty Duncan,F,Raw,,youth,38.42,44,,,,20.0,,55.0,75.0,1,114.49
80,Tanner Sturgill,M,Multi-ply,24.0,M-O,94.57,100,,,,,,240.0,240.0,1,149.59
7345,Benjamin Stoner,M,Raw,15.5,R-HS,144.1,125+,,180.0,,105.0,,200.0,485.0,10,269.88
5233,Ellen Stein,F,Raw,,F-LW,59.0,60,,142.5,,70.0,,167.5,380.0,1,429.22
737,Frank Butty,M,Single-ply,,Junior,88.0,90,,230.0,,140.0,,275.0,645.0,4,416.61
8390,Robert Scott,M,Raw,51.0,Open,155.7,140+,,,,192.5,,,192.5,1,105.95
6354,Keisten White,M,Single-ply,,Boys,112.49,125,,158.76,,90.72,,154.22,403.7,2,236.0
2240,Jonny Myhre,M,Single-ply,,Junior 19-23,81.0,82.5,,,,120.0,,,120.0,2,81.29
6630,Stephen Peszynski,M,Raw,25.5,R-O,82.8,83,,262.5,,152.5,,295.0,710.0,1,474.6
7725,Edward McKinnis,M,Raw,25.0,Open Men,128.37,140,,305.0,,210.0,,342.5,857.5,1,486.12
6040,Isaiah Mesa,M,Single-ply,,Boys,59.87,60,,199.58,,133.81,,231.33,564.72,1,482.59
8118,John West,M,Raw,30.0,Open,101.6,110,,210.0,,175.0,,227.5,612.5,3,370.45
6979,James Lafavor,M,Raw,,R-O,73.1,74,,140.0,,110.0,,182.5,432.5,4,313.84
5787,Ismael Franco,M,Single-ply,,Boys,59.24,60,,142.88,,102.06,,172.37,417.3,2,360.1
2718,Arild Brekne,M,Raw,,Master 40-49,106.5,120,,,,135.0,,,135.0,1,80.28
7642,Michael Pennington,M,Raw,49.0,Open Men,89.27,90,,,,107.5,,,107.5,2,68.915
1611,Rahul Chauhan,M,Wraps,,int,73.07,75,,225.0,,127.5,,225.0,577.5,1,419.18
1536,Derek Reed,M,Wraps,,teen,88.41,90,,230.0,,145.0,,267.5,642.5,1,413.97
1348,Mark Amoroso,M,Multi-ply,22.5,Pro Junior 20-23,89.92,90,,294.84,,235.87,,244.94,775.64,1,495.39
5531,John Dale,M,Raw,,Juniors,168.74,140+,,,,206.38,,,206.38,1,112.23
